employee_id,department_id,first_name,last_name,gender,date_of_birth,marital_status,distance_from_home,education_level,education_field,hire_date,job_role,job_level,base_salary,overtime_eligible,stock_option_level,total_working_years,num_companies_worked,business_travel,is_active
12983,DPT-001,Deanna,Wood,Male,2000-01-01,Single,10,1,Medical,2021-01-01,Sales Representative,1,3472,False,0,2,1,Rarely,True
12984,DPT-007,Angela,Romero,Female,1988-01-01,Single,1,3,Medical,2018-01-01,Operations Analyst,2,4687,False,0,5,1,Rarely,True
12985,DPT-002,Brian,Jones,Female,1992-01-01,Married,5,4,Life Sciences,2013-01-01,Research Scientist,2,5260,False,2,10,1,Rarely,True
12986,DPT-007,Megan,Fletcher,Female,1984-01-01,Married,2,3,Life Sciences,2018-01-01,Operations Analyst,2,5424,False,2,13,8,Rarely,True
12987,DPT-007,Jeremiah,Roberts,Male,1993-01-01,Married,1,1,Life Sciences,2013-01-01,Operations Analyst,2,4882,True,2,10,1,Rarely,True
12988,DPT-001,Bobby,Peterson,Female,1991-01-01,Single,29,4,Medical,2015-01-01,Sales Representative,1,3866,False,0,10,9,Non-Travel,True
12989,DPT-004,Jeffery,Madden,Male,1977-01-01,Married,15,2,Life Sciences,2019-01-01,CFO,5,18976,False,1,25,5,Rarely,True
12990,DPT-001,Jesse,Bates,Female,1985-01-01,Married,10,3,Medical,2005-01-01,Senior Sales Exec,3,12892,False,1,20,3,Rarely,True
12991,DPT-007,Elijah,Davies,Male,1995-01-01,Divorced,1,3,Life Sciences,2022-01-01,Operations Asst,1,1548,False,1,1,1,Rarely,True
12992,DPT-004,Monica,Taylor,Male,1995-01-01,Single,2,4,Medical,2021-01-01,Financial Clerk,1,4214,False,0,5,6,Rarely,False
12993,DPT-001,Vincent,Chung,Male,1971-01-01,Single,7,4,Life Sciences,2015-01-01,Senior Sales Exec,3,10059,False,0,18,7,Rarely,True
12994,DPT-001,Marcus,Leon,Female,1969-01-01,Divorced,11,4,Medical,2009-01-01,Sales Manager,4,16514,False,1,26,3,Frequently,True
12995,DPT-002,Katelyn,Perez,Female,1989-01-01,Single,2,4,Technical Degree,2009-01-01,Research Scientist,2,6860,False,0,14,1,Rarely,True
12996,DPT-007,Ellen,Kane,Female,1985-01-01,Single,10,3,Technical Degree,2018-01-01,Operations Analyst,2,5441,True,0,6,1,Non-Travel,True
12997,DPT-005,Andrew,Davidson,Male,1997-01-01,Married,28,2,Marketing,2018-01-01,Software Engineer,2,6377,False,2,6,1,Rarely,True
12998,DPT-007,Kathy,Meadows,Female,1990-01-01,Single,16,3,Marketing,2020-01-01,Operations Analyst,2,5382,False,0,6,5,Rarely,False
12999,DPT-002,Travis,Boyer,Female,1994-01-01,Divorced,21,4,Life Sciences,2013-01-01,Senior Researcher,3,10192,False,1,10,1,Rarely,True
13000,DPT-001,Elizabeth,Andrews,Male,1987-01-01,Married,9,4,Life Sciences,2018-01-01,Sales Representative,1,2802,False,0,5,1,Non-Travel,True
13001,DPT-007,Heidi,Howard,Male,1986-01-01,Married,2,3,Marketing,2020-01-01,Operations Analyst,2,9381,True,1,17,4,Rarely,True
13002,DPT-001,Andrea,Allison,Male,1984-01-01,Single,2,5,Life Sciences,2015-01-01,Senior Sales Exec,3,8008,False,0,9,0,Rarely,True
13003,DPT-007,Billy,Sutton,Female,1983-01-01,Single,16,3,Life Sciences,2019-01-01,Senior Analyst,3,7842,True,0,18,6,Rarely,True
13004,DPT-002,Brittany,Vasquez,Male,1990-01-01,Divorced,1,3,Medical,2014-01-01,Research Scientist,2,3923,False,1,9,1,Rarely,True
13005,DPT-001,Jason,Franklin,Male,1987-01-01,Single,4,4,Life Sciences,2013-01-01,Sales Executive,2,5756,False,0,10,1,Rarely,True
13006,DPT-005,Brandi,Faulkner,Female,2003-01-01,Single,9,3,Marketing,2021-01-01,IT Support,1,2384,True,0,2,1,Frequently,False
13007,DPT-007,Adrian,Lawson,Male,1982-01-01,Single,10,2,Life Sciences,2009-01-01,Operations Analyst,2,6214,False,0,16,7,Non-Travel,True
13008,DPT-007,Jacqueline,Foster,Female,1995-01-01,Single,8,2,Life Sciences,2018-01-01,Operations Asst,1,3243,False,0,5,1,Rarely,True
13009,DPT-001,Bonnie,Powers,Male,1983-01-01,Married,9,5,Life Sciences,2020-01-01,Sales Executive,2,5037,False,1,5,9,Non-Travel,True
13010,DPT-001,Micheal,White,Female,1977-01-01,Divorced,18,3,Medical,2013-01-01,Sales Executive,2,4993,False,1,19,2,Rarely,True
13011,DPT-005,Rachel,Clark,Female,1988-01-01,Married,21,1,Life Sciences,2013-01-01,Software Engineer,2,3987,True,1,10,1,Rarely,True
13012,DPT-005,Frank,Richards,Female,1988-01-01,Single,26,4,Life Sciences,2014-01-01,Senior Engineer,3,8726,True,0,9,1,Rarely,True
13013,DPT-005,Jason,Chavez,Male,1991-01-01,Single,5,4,Life Sciences,2022-01-01,Software Engineer,2,9788,False,0,8,8,Rarely,True
13014,DPT-001,Amanda,Walker,Female,2002-01-01,Single,18,1,Other,2022-01-01,Sales Representative,1,2573,False,0,1,1,Rarely,False
13015,DPT-007,Rose,Griffith,Female,1995-01-01,Single,8,2,Life Sciences,2018-01-01,Operations Asst,1,3373,False,0,5,1,Rarely,True
13016,DPT-005,Julie,Garcia,Male,1983-01-01,Single,2,4,Life Sciences,2021-01-01,IT Support,1,2888,False,0,8,2,Rarely,True
13017,DPT-006,Juan,Woodward,Male,1986-01-01,Single,10,4,Medical,2013-01-01,Marketing Specialist,2,4169,False,0,10,1,Rarely,False
13018,DPT-004,Angela,Glover,Female,1983-01-01,Divorced,26,3,Medical,2003-01-01,Financial Analyst,2,5422,False,1,20,1,Frequently,True
13019,DPT-003,William,Jones,Male,1987-01-01,Married,10,3,Life Sciences,2011-01-01,HR Partner,3,7928,True,1,15,7,Rarely,True
13020,DPT-007,Ernest,Aguilar,Male,1985-01-01,Divorced,9,2,Life Sciences,2018-01-01,Operations Asst,1,4836,False,2,10,2,Rarely,True
13021,DPT-005,James,Miller,Male,1985-01-01,Married,1,4,Other,2017-01-01,IT Support,1,2921,True,1,7,0,Frequently,True
13022,DPT-007,Cathy,Flores,Female,1978-01-01,Married,7,3,Medical,2020-01-01,Operations Asst,1,4460,True,1,7,4,Rarely,True
13023,DPT-007,Matthew,Garcia,Male,1995-01-01,Single,16,3,Medical,2018-01-01,Operations Asst,1,2119,False,0,5,1,Non-Travel,True
13024,DPT-005,Mark,Beasley,Female,1974-01-01,Married,11,3,Marketing,2014-01-01,Senior Engineer,3,7405,False,2,9,1,Rarely,False
13025,DPT-004,Jorge,Jones,Male,1992-01-01,Single,9,4,Life Sciences,2021-01-01,Financial Clerk,1,2659,True,0,3,0,Rarely,True
13026,DPT-001,David,Rios,Male,1994-01-01,Single,1,3,Life Sciences,2020-01-01,Sales Executive,2,6268,True,0,10,8,Frequently,True
13027,DPT-001,Justin,Williams,Male,1988-01-01,Divorced,3,4,Life Sciences,2013-01-01,Senior Sales Exec,3,7920,False,1,12,6,Rarely,True
13028,DPT-002,Anthony,Johnson,Male,1991-01-01,Single,2,4,Marketing,2021-01-01,Research Scientist,2,9661,True,0,7,7,Rarely,False
13029,DPT-001,Carrie,Murphy,Male,1994-01-01,Married,8,1,Medical,2013-01-01,Sales Executive,2,4911,True,1,10,1,Rarely,True
13030,DPT-002,Denise,Watson,Male,1997-01-01,Single,7,3,Other,2016-01-01,Lab Technician,1,3690,False,0,8,0,Rarely,True
13031,DPT-002,William,Hubbard,Male,1993-01-01,Married,1,2,Medical,2011-01-01,Lab Technician,1,3823,False,0,12,1,Rarely,True
13032,DPT-002,Richard,Williams,Female,1972-01-01,Married,14,2,Life Sciences,2016-01-01,Research Scientist,2,5070,False,1,18,4,Rarely,True
13033,DPT-003,Jack,Oneill,Female,2005-01-01,Single,1,3,Life Sciences,2023-01-01,HR Assistant,1,1550,False,0,0,1,Non-Travel,True
13034,DPT-001,Bobby,Sullivan,Female,1987-01-01,Married,11,2,Technical Degree,2014-01-01,Senior Sales Exec,3,9469,False,1,10,0,Frequently,True
13035,DPT-001,Linda,Ray,Male,1982-01-01,Married,5,5,Medical,2019-01-01,Sales Representative,1,2143,True,0,7,2,Rarely,True
13036,DPT-005,Julia,Blevins,Male,2001-01-01,Single,4,1,Technical Degree,2021-01-01,IT Support,1,4033,False,0,4,5,Frequently,False
13037,DPT-004,Morgan,Collier,Female,1991-01-01,Single,5,2,Life Sciences,2019-01-01,Financial Clerk,1,2527,True,0,8,3,Frequently,False
13038,DPT-003,James,Burnett,Female,1990-01-01,Single,8,1,Life Sciences,2021-01-01,HR Assistant,1,2419,False,0,3,0,Non-Travel,True
13039,DPT-005,Ashley,Dawson,Female,1974-01-01,Married,1,3,Technical Degree,2019-01-01,IT Support,1,3416,False,1,7,2,Rarely,True
13040,DPT-006,Julie,Mcdowell,Male,1972-01-01,Single,6,3,Life Sciences,2003-01-01,CMO,5,20163,False,0,23,7,Rarely,True
13041,DPT-003,Marissa,Jackson,Female,1994-01-01,Divorced,7,1,Medical,2019-01-01,HR Assistant,1,2633,False,3,8,6,Rarely,True
13042,DPT-005,Emily,Taylor,Male,1989-01-01,Married,8,2,Technical Degree,2013-01-01,Software Engineer,2,6497,False,2,10,1,Rarely,True
13043,DPT-007,Olivia,Daniel,Male,1974-01-01,Married,8,4,Technical Degree,2014-01-01,Operations Manager,4,13010,False,1,22,6,Rarely,True
13044,DPT-006,Lisa,White,Male,1992-01-01,Married,2,2,Life Sciences,2021-01-01,Marketing Coord,1,3078,False,1,3,0,Rarely,True
13045,DPT-003,Michael,Chase,Female,2002-01-01,Single,18,1,Other,2022-01-01,HR Assistant,1,2621,False,0,1,1,Rarely,False
13046,DPT-005,Brian,Escobar,Male,1987-01-01,Married,3,4,Medical,2010-01-01,Senior Engineer,3,9715,False,1,16,4,Frequently,True
13047,DPT-001,Connie,Grant,Male,1991-01-01,Divorced,13,4,Life Sciences,2018-01-01,Sales Executive,2,4572,False,1,8,2,Rarely,True
13048,DPT-005,Ashley,Floyd,Female,1977-01-01,Married,3,3,Life Sciences,2010-01-01,IT Manager,4,17215,False,1,23,8,Rarely,True
13049,DPT-007,Nicole,Mills,Female,1992-01-01,Married,29,4,Marketing,2011-01-01,Operations Analyst,2,5708,False,2,13,1,Rarely,True
13050,DPT-004,Johnny,Morris,Male,1972-01-01,Divorced,9,3,Life Sciences,1994-01-01,CFO,5,19815,True,1,31,4,Frequently,True
13051,DPT-007,William,Padilla,Female,1987-01-01,Married,5,4,Life Sciences,2020-01-01,Senior Analyst,3,7936,False,2,9,4,Rarely,True
13052,DPT-003,Kyle,Trujillo,Male,1981-01-01,Married,24,3,Medical,2013-01-01,HR Partner,3,7528,True,1,10,1,Rarely,True
13053,DPT-007,Javier,Brown,Male,1980-01-01,Married,15,2,Life Sciences,2009-01-01,Operations Manager,4,17456,False,1,14,1,Rarely,True
13054,DPT-005,Henry,Tate,Male,1980-01-01,Married,26,2,Life Sciences,1998-01-01,IT Manager,4,16182,True,2,25,1,Frequently,True
13055,DPT-001,Matthew,Duran,Male,1993-01-01,Married,1,3,Life Sciences,2021-01-01,Sales Representative,1,3917,False,2,7,3,Rarely,True
13056,DPT-005,Victor,Johnston,Female,1965-01-01,Married,21,3,Life Sciences,2022-01-01,IT Manager,4,17483,True,1,29,4,Rarely,True
13057,DPT-002,Jennifer,Clark,Male,1965-01-01,Single,10,4,Medical,1986-01-01,R&D Manager,4,13246,False,0,38,0,Rarely,True
13058,DPT-001,Jennifer,Guerra,Male,1991-01-01,Divorced,2,3,Medical,2014-01-01,Sales Executive,2,5207,False,2,10,0,Rarely,True
13059,DPT-006,Stephen,Garcia,Male,2003-01-01,Single,10,1,Medical,2022-01-01,Marketing Coord,1,1052,True,0,1,1,Rarely,False
13060,DPT-002,Peter,Castillo,Female,2002-01-01,Single,18,1,Other,2022-01-01,Lab Technician,1,2626,False,0,1,1,Rarely,False
13061,DPT-006,Karen,Riggs,Male,1984-01-01,Divorced,1,1,Life Sciences,2002-01-01,CMO,5,19096,True,1,21,1,Frequently,True
13062,DPT-002,Samantha,Proctor,Female,1986-01-01,Married,10,3,Medical,2018-01-01,Lab Technician,1,3607,False,1,17,6,Rarely,True
13063,DPT-001,Timothy,Hoffman,Female,1997-01-01,Married,1,2,Life Sciences,2022-01-01,Sales Representative,1,2923,True,1,1,1,Rarely,True
13064,DPT-007,Candice,Gonzales,Female,1988-01-01,Married,8,4,Life Sciences,2020-01-01,Operations Asst,1,2463,False,1,3,1,Rarely,True
13065,DPT-002,Laura,Stone,Female,1988-01-01,Single,27,1,Medical,2017-01-01,Lab Technician,1,2572,False,0,6,1,Rarely,True
13066,DPT-005,Elizabeth,Castillo,Male,1995-01-01,Divorced,6,3,Life Sciences,2020-01-01,IT Support,1,2591,True,1,3,1,Frequently,True
13067,DPT-005,Sharon,Jackson,Female,1990-01-01,Married,5,4,Life Sciences,2021-01-01,IT Support,1,2793,False,1,2,1,Rarely,True
13068,DPT-005,Chris,Perez,Female,1977-01-01,Married,10,3,Marketing,2020-01-01,Senior Engineer,3,9389,True,1,15,2,Rarely,True
13069,DPT-007,Daniel,Archer,Male,1968-01-01,Married,26,5,Marketing,1987-01-01,COO,5,19173,False,1,36,1,Rarely,True
13070,DPT-005,Aaron,Coleman,Male,1986-01-01,Single,10,4,Medical,2013-01-01,Software Engineer,2,4288,False,0,10,1,Rarely,False
13071,DPT-003,Anthony,Shah,Female,1997-01-01,Married,5,2,Medical,2015-01-01,HR Assistant,1,2368,True,1,8,1,Frequently,False
13072,DPT-007,Brendan,Spencer,Female,1987-01-01,Married,10,4,Technical Degree,2016-01-01,Senior Analyst,3,6897,False,0,10,3,Rarely,True
13073,DPT-001,Alex,Taylor,Male,1972-01-01,Divorced,5,3,Life Sciences,1990-01-01,Sales Manager,4,14050,True,1,33,1,Rarely,True
13074,DPT-004,Joshua,Banks,Male,1993-01-01,Divorced,5,4,Life Sciences,2018-01-01,Financial Clerk,1,3598,False,1,10,9,Frequently,True
13075,DPT-007,Aaron,Black,Male,1996-01-01,Single,2,3,Life Sciences,2018-01-01,Operations Analyst,2,4409,True,0,5,1,Rarely,True
13076,DPT-005,Sean,Williamson,Female,1986-01-01,Married,1,3,Life Sciences,2009-01-01,Software Engineer,2,6488,False,1,14,1,Rarely,True
13077,DPT-006,Jessica,Pacheco,Female,1985-01-01,Single,29,5,Life Sciences,2013-01-01,Marketing Specialist,2,2340,False,0,10,1,Frequently,True
13078,DPT-005,Susan,Clark,Male,1972-01-01,Divorced,2,3,Medical,2019-01-01,Software Engineer,2,5569,False,1,13,5,Rarely,True
13079,DPT-006,Colton,Jones,Female,1993-01-01,Single,12,3,Technical Degree,2018-01-01,Marketing Specialist,2,6282,False,0,6,0,Rarely,True
13080,DPT-007,Micheal,Rodriguez,Male,1981-01-01,Married,2,1,Life Sciences,2003-01-01,Operations Manager,4,17833,True,0,21,0,Non-Travel,True
13081,DPT-002,Debbie,Hall,Male,1991-01-01,Single,2,4,Marketing,2021-01-01,Research Scientist,2,10119,True,0,7,7,Rarely,False
13082,DPT-001,Tasha,Schaefer,Male,1994-01-01,Single,15,3,Life Sciences,2017-01-01,Sales Representative,1,2323,False,0,6,1,Rarely,True
13083,DPT-004,Judy,Kirby,Male,1973-01-01,Married,3,3,Medical,1991-01-01,CFO,5,18881,False,1,32,1,Frequently,True
13084,DPT-005,Nathan,Turner,Female,1988-01-01,Married,7,4,Life Sciences,2013-01-01,Software Engineer,2,5272,True,0,10,1,Rarely,True
13085,DPT-002,Joshua,Klein,Female,1989-01-01,Married,2,4,Marketing,2019-01-01,Lab Technician,1,2333,False,1,6,6,Frequently,True
13086,DPT-001,Desiree,Stephens,Female,1982-01-01,Divorced,1,3,Marketing,2014-01-01,Sales Executive,2,4014,False,1,10,0,Frequently,True
13087,DPT-002,Kenneth,Buchanan,Male,1990-01-01,Divorced,2,4,Medical,2017-01-01,Research Scientist,2,5746,False,2,6,1,Rarely,True
13088,DPT-007,Austin,Brock,Male,1985-01-01,Married,29,1,Medical,2022-01-01,Operations Analyst,2,6744,True,0,17,7,Rarely,False
13089,DPT-005,David,Fernandez,Male,1989-01-01,Married,9,4,Life Sciences,2016-01-01,Software Engineer,2,5477,False,1,11,4,Frequently,False
13090,DPT-003,Donald,Gonzalez,Female,1985-01-01,Married,2,2,Medical,2018-01-01,HR Partner,3,8067,True,1,10,3,Rarely,True
13091,DPT-001,Stephen,Little,Male,1985-01-01,Single,1,3,Life Sciences,2022-01-01,Sales Representative,1,2872,False,0,20,4,Rarely,True
13092,DPT-002,Sarah,Rollins,Male,1984-01-01,Married,6,1,Medical,2016-01-01,Senior Researcher,3,10352,False,1,9,4,Rarely,True
13093,DPT-001,Tonya,Kim,Male,1979-01-01,Single,10,4,Life Sciences,2017-01-01,Sales Representative,1,2948,True,0,6,1,Rarely,False
13094,DPT-001,Robin,Yang,Male,1978-01-01,Single,24,4,Medical,2017-01-01,Sales Representative,1,2198,False,0,6,1,Rarely,True
13095,DPT-007,David,Hall,Female,1993-01-01,Married,22,3,Life Sciences,2018-01-01,Operations Asst,1,2120,True,0,7,4,Rarely,False
13096,DPT-007,Dana,Martinez,Male,1983-01-01,Divorced,8,1,Medical,2014-01-01,Senior Analyst,3,13269,False,1,16,2,Non-Travel,True
13097,DPT-001,Stephanie,Walker,Male,1978-01-01,Divorced,7,3,Life Sciences,2022-01-01,Senior Sales Exec,3,9776,False,1,25,2,Rarely,True
13098,DPT-001,Laura,Clark,Female,1992-01-01,Married,20,3,Life Sciences,2021-01-01,Sales Executive,2,4776,True,1,4,3,Rarely,False
13099,DPT-002,Nicole,Brown,Male,1972-01-01,Divorced,9,3,Life Sciences,1994-01-01,R&D Director,5,20416,True,1,31,4,Frequently,True
13100,DPT-004,Sarah,Wright,Male,1977-01-01,Married,2,3,Life Sciences,2020-01-01,Finance Manager,4,18303,False,0,26,6,Rarely,True
13101,DPT-002,Greg,Adams,Female,1985-01-01,Married,25,2,Life Sciences,2013-01-01,Senior Researcher,3,12233,False,1,19,3,Rarely,True
13102,DPT-002,Daniel,Jackson,Female,1970-01-01,Single,23,4,Life Sciences,2011-01-01,R&D Manager,4,14057,False,0,33,6,Rarely,True
13103,DPT-002,Jenny,Kirby,Male,2003-01-01,Single,9,1,Life Sciences,2021-01-01,Lab Technician,1,2637,False,0,2,1,Rarely,True
13104,DPT-006,Spencer,Edwards,Female,1963-01-01,Married,7,3,Life Sciences,1994-01-01,CMO,5,19027,False,0,33,5,Rarely,True
13105,DPT-005,Olivia,Johnson,Female,1999-01-01,Married,3,2,Other,2020-01-01,Software Engineer,2,4752,False,1,4,0,Rarely,True
13106,DPT-005,Heather,Chase,Female,1973-01-01,Divorced,17,5,Life Sciences,2009-01-01,Senior Engineer,3,13499,False,3,19,5,Rarely,True
13107,DPT-002,Joshua,Khan,Male,1990-01-01,Divorced,4,3,Technical Degree,2014-01-01,Research Scientist,2,3150,False,2,11,5,Non-Travel,True
13108,DPT-007,Andrew,Smith,Female,1977-01-01,Divorced,3,3,Technical Degree,2004-01-01,Operations Manager,4,12919,False,1,25,2,Rarely,True
13109,DPT-007,Anna,Flores,Female,1985-01-01,Married,2,4,Marketing,2019-01-01,Operations Analyst,2,5184,True,2,20,2,Rarely,True
13110,DPT-001,Bryan,Hall,Female,1981-01-01,Single,9,2,Medical,2011-01-01,Sales Representative,1,3612,False,0,12,1,Frequently,True
13111,DPT-002,Heather,Kelly,Female,1990-01-01,Married,15,2,Medical,2014-01-01,Research Scientist,2,4776,True,1,10,0,Rarely,True
13112,DPT-004,Jason,Santos,Male,1987-01-01,Married,9,4,Life Sciences,2018-01-01,Financial Clerk,1,2796,False,0,5,1,Non-Travel,True
13113,DPT-001,Raymond,Romero,Male,1983-01-01,Single,9,4,Life Sciences,2018-01-01,Sales Representative,1,1970,False,0,15,3,Rarely,False
13114,DPT-003,Nicholas,Anderson,Male,1974-01-01,Divorced,18,4,Life Sciences,2016-01-01,HR Generalist,2,6694,True,2,7,1,Non-Travel,True
13115,DPT-005,Benjamin,Harris,Male,1987-01-01,Divorced,15,3,Other,2022-01-01,Software Engineer,2,5031,False,1,9,7,Rarely,False
13116,DPT-004,Ryan,Baker,Male,1987-01-01,Divorced,6,4,Life Sciences,2016-01-01,Financial Clerk,1,2695,False,1,7,1,Rarely,True
13117,DPT-002,Steven,Cummings,Female,1988-01-01,Married,8,4,Life Sciences,2020-01-01,Lab Technician,1,2645,False,1,3,1,Rarely,True
13118,DPT-004,Gregory,Estrada,Male,1992-01-01,Single,9,4,Life Sciences,2021-01-01,Financial Clerk,1,2690,True,0,3,0,Rarely,True
13119,DPT-007,Alexander,Maxwell,Male,1976-01-01,Single,14,4,Marketing,2016-01-01,Operations Analyst,2,4879,False,0,20,2,Rarely,True
13120,DPT-002,Phyllis,Johnson,Male,1984-01-01,Married,12,3,Medical,2018-01-01,Research Scientist,2,5463,False,0,7,4,Rarely,True
13121,DPT-005,Diane,Peters,Male,1994-01-01,Divorced,2,1,Life Sciences,2017-01-01,Software Engineer,2,8937,False,1,6,1,Frequently,True
13122,DPT-001,Susan,White,Male,1980-01-01,Married,3,3,Life Sciences,2015-01-01,VP of Sales,5,18770,False,1,25,3,Rarely,True
13123,DPT-001,Nancy,Pearson,Female,1989-01-01,Single,16,4,Life Sciences,2018-01-01,Sales Representative,1,2442,False,0,6,1,Frequently,True
13124,DPT-005,Jennifer,Hall,Male,1989-01-01,Married,8,3,Medical,2019-01-01,Software Engineer,2,4515,False,0,6,2,Rarely,True
13125,DPT-001,Jennifer,Riddle,Female,1990-01-01,Married,25,3,Medical,2013-01-01,Sales Executive,2,4514,False,1,10,1,Frequently,True
13126,DPT-001,James,Brown,Male,1989-01-01,Married,2,4,Medical,2018-01-01,Sales Representative,1,2904,True,3,6,0,Rarely,True
13127,DPT-001,Joseph,Arias,Male,1984-01-01,Married,10,5,Medical,2016-01-01,Sales Executive,2,5186,False,3,10,2,Rarely,True
13128,DPT-005,Emily,Daniel,Female,1997-01-01,Divorced,1,1,Medical,2018-01-01,IT Support,1,1938,False,2,5,1,Frequently,True
13129,DPT-005,Sylvia,Nichols,Male,1996-01-01,Married,6,3,Life Sciences,2019-01-01,IT Support,1,2614,False,1,4,1,Rarely,True
13130,DPT-002,Jacob,Vasquez,Male,1997-01-01,Single,2,1,Medical,2019-01-01,Lab Technician,1,4032,False,0,5,0,Rarely,True
13131,DPT-005,Hannah,Vargas,Female,1984-01-01,Divorced,13,4,Medical,2004-01-01,IT Manager,4,17225,True,2,21,6,Rarely,True
13132,DPT-001,Lisa,Tran,Female,1980-01-01,Married,16,3,Marketing,2006-01-01,Sales Manager,4,15734,True,1,22,5,Rarely,True
13133,DPT-005,Wendy,Martin,Male,1996-01-01,Divorced,9,3,Medical,2021-01-01,IT Support,1,2111,False,1,6,6,Non-Travel,True
13134,DPT-003,Bradley,Peterson,Female,1983-01-01,Single,2,1,Medical,2019-01-01,HR Assistant,1,2371,True,0,5,0,Rarely,True
13135,DPT-005,Anna,Tucker,Male,1968-01-01,Married,2,1,Life Sciences,2020-01-01,Senior Engineer,3,11301,False,1,23,3,Frequently,True
13136,DPT-007,Melody,Gomez,Male,1985-01-01,Divorced,9,2,Life Sciences,2018-01-01,Operations Asst,1,4534,False,2,10,2,Rarely,True
13137,DPT-007,Angelica,Marshall,Male,1990-01-01,Single,25,3,Life Sciences,2018-01-01,Operations Analyst,2,4298,False,0,5,1,Rarely,True
13138,DPT-001,Jacqueline,Gay,Male,1982-01-01,Single,23,2,Life Sciences,2021-01-01,Senior Sales Exec,3,7344,True,0,21,3,Rarely,True
13139,DPT-007,Latoya,Simmons,Male,1991-01-01,Married,24,4,Life Sciences,2013-01-01,Operations Analyst,2,5223,False,2,10,1,Frequently,True
13140,DPT-001,Jennifer,Phillips,Male,1991-01-01,Married,7,3,Life Sciences,2018-01-01,Sales Representative,1,2857,False,0,5,1,Frequently,True
13141,DPT-007,Julia,Morris,Female,1993-01-01,Single,26,4,Marketing,2017-01-01,Operations Analyst,2,6801,False,0,9,5,Frequently,False
13142,DPT-002,Justin,Horn,Female,1974-01-01,Married,25,4,Life Sciences,2014-01-01,Lab Technician,1,3099,False,1,10,1,Rarely,True
13143,DPT-002,Christopher,Valentine,Male,1975-01-01,Single,1,4,Medical,2018-01-01,R&D Manager,4,17349,False,0,27,2,Non-Travel,True
13144,DPT-001,Michael,Robinson,Male,1980-01-01,Married,15,2,Life Sciences,2009-01-01,Sales Manager,4,16920,False,1,14,1,Rarely,True
13145,DPT-001,Lori,Johnson,Male,1996-01-01,Married,1,1,Technical Degree,2021-01-01,Sales Executive,2,4395,False,1,6,5,Frequently,True
13146,DPT-005,Amy,Ingram,Female,1967-01-01,Married,6,3,Life Sciences,2016-01-01,IT Manager,4,13860,False,3,36,9,Frequently,True
13147,DPT-007,Nathaniel,James,Male,2002-01-01,Single,3,2,Medical,2020-01-01,Operations Asst,1,3377,False,0,3,1,Rarely,True
13148,DPT-005,Rachel,Butler,Female,1994-01-01,Married,27,3,Marketing,2013-01-01,Senior Engineer,3,7868,False,3,10,1,Rarely,False
13149,DPT-005,Jessica,Snow,Male,1994-01-01,Divorced,19,3,Life Sciences,2013-01-01,Software Engineer,2,8649,False,2,10,1,Rarely,True
13150,DPT-006,Amber,Brown,Female,1993-01-01,Single,10,3,Medical,2016-01-01,Senior Marketer,3,9836,False,0,9,9,Rarely,True
13151,DPT-002,Malik,Wu,Male,1983-01-01,Married,2,4,Medical,2023-01-01,Research Scientist,2,4425,False,3,5,5,Frequently,True
13152,DPT-001,Danielle,Wolfe,Female,1993-01-01,Divorced,4,2,Medical,2012-01-01,Sales Executive,2,4952,True,3,11,1,Rarely,True
13153,DPT-001,Richard,Lewis,Male,1968-01-01,Married,4,4,Life Sciences,2020-01-01,Sales Executive,2,3874,True,0,4,0,Rarely,True
13154,DPT-002,Betty,Whitehead,Male,1989-01-01,Single,19,3,Marketing,2018-01-01,Research Scientist,2,5355,True,0,9,8,Non-Travel,False
13155,DPT-002,Nathan,Davis,Male,1988-01-01,Married,28,3,Life Sciences,2013-01-01,Research Scientist,2,3238,False,2,10,1,Rarely,True
13156,DPT-001,Tonya,Berry,Female,1975-01-01,Divorced,22,3,Medical,2001-01-01,Sales Manager,4,17876,False,1,24,3,Frequently,True
13157,DPT-001,Katrina,Benitez,Female,1987-01-01,Divorced,8,3,Technical Degree,2006-01-01,Senior Sales Exec,3,10085,False,3,17,1,Rarely,True
13158,DPT-001,Dylan,Higgins,Female,1986-01-01,Married,10,3,Medical,2018-01-01,Sales Representative,1,3368,False,1,17,6,Rarely,True
13159,DPT-007,Emily,Terry,Male,1988-01-01,Divorced,11,2,Marketing,2018-01-01,Operations Analyst,2,4915,False,1,5,1,Frequently,True
13160,DPT-001,Pamela,Duarte,Male,1990-01-01,Married,7,3,Medical,2019-01-01,Sales Executive,2,4526,False,2,5,0,Frequently,True
13161,DPT-004,Emma,Hays,Male,1973-01-01,Married,8,4,Marketing,2021-01-01,Financial Clerk,1,4040,False,1,4,7,Rarely,True
13162,DPT-005,Ricky,Garza,Female,1992-01-01,Single,3,3,Life Sciences,2016-01-01,IT Support,1,3927,False,0,7,1,Frequently,False
13163,DPT-004,Susan,Rogers,Female,1985-01-01,Single,1,1,Life Sciences,2023-01-01,Financial Clerk,1,2691,False,0,8,3,Rarely,True
13164,DPT-001,Christopher,Robinson,Female,1993-01-01,Single,10,3,Medical,2016-01-01,Senior Sales Exec,3,9742,False,0,9,9,Rarely,True
13165,DPT-002,Jon,Larson,Female,1988-01-01,Single,1,3,Marketing,2013-01-01,Senior Researcher,3,8864,False,0,10,1,Frequently,True
